elapsed,label,responseCode,responseMessage,threadName,success,failureMessage
1651,Create Project,201,Created,Normal Client - Survey Flow 1-1,true,
202,Project PUT,200,OK,Normal Client - Survey Flow 1-1,true,
33,Project GET,200,OK,Normal Client - Survey Flow 1-1,true,
2630,Create Group,201,Created,Normal Client - Survey Flow 1-1,true,
6836,Group PUT,200,OK,Normal Client - Survey Flow 1-1,true,
128,Group GET,200,OK,Normal Client - Survey Flow 1-1,true,
264,Channel PUT,200,OK,Normal Client - Survey Flow 1-1,true,
97,Channel GET,200,OK,Normal Client - Survey Flow 1-1,true,
321,PanelDashboard,200,OK,Normal Client - Survey Flow 1-1,true,
434,PanelDashboard GET,200,OK,Normal Client - Survey Flow 1-1,false,"Test failed: text expected to equal /

****** received  : {""panelDashboard"":{""displayNameForSurvey"":""Auto Test"",""displayOnChannels"":[""[[[0"",""usamp]]]""]}}

****** comparison: {""panelDashboard"":{""displayNameForSurvey"":""Auto Test"",""displayOnChannels"":[""[[[usamp"",""0]]]""]}}

/"
397,LiveCloseSettings,200,OK,Normal Client - Survey Flow 1-1,true,
268,LiveCloseSettings GET,200,OK,Normal Client - Survey Flow 1-1,true,
238,PanelShield,200,OK,Normal Client - Survey Flow 1-1,true,
117,PanelShield GET,200,OK,Normal Client - Survey Flow 1-1,true,
86,SurveyUrl,200,OK,Normal Client - Survey Flow 1-1,true,
40,SurveyUrl GET,200,OK,Normal Client - Survey Flow 1-1,true,
725,Status,200,OK,Normal Client - Survey Flow 1-1,true,
46,Status GET,200,OK,Normal Client - Survey Flow 1-1,true,
9862,Copy Project,201,Created,Normal Client - Survey Flow 1-1,true,
1614,Delete Project,200,OK,Normal Client - Survey Flow 1-1,true,
4166,/index.php,200,OK,Normal Client - Survey Flow 1-1,true,
5189,/dashboard.php,200,OK,Normal Client - Survey Flow 1-1,true,
139,Click Survey 1,302,Found,Normal Client - Survey Flow 1-1,true,
3124,Click Survey 2,200,OK,Normal Client - Survey Flow 1-1,true,
32,Redirect,302,Found,Normal Client - Survey Flow 1-1,true,
5129,/ssred.php,200,OK,Normal Client - Survey Flow 1-1,true,
2949,Dashboard after complete,200,OK,Normal Client - Survey Flow 1-1,true,
504,Status Close,200,OK,Normal Client - Survey Flow 1-1,true,
31,Status GET Close,200,OK,Normal Client - Survey Flow 1-1,true,
267,Stats,200,OK,Normal Client - Survey Flow 1-1,false,"Test failed: text expected to contain /""clickCount"":1/"
68,Completes,200,OK,Normal Client - Survey Flow 1-1,false,"Test failed: text expected to contain /""([^""]+)Id""/"
35,Review Completes,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
39,Review History,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
12,Undo Review History,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
66,Review Completes,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
96,Complete Project,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
127,Complete Project Attempt 2,422,Unprocessable Entity,Normal Client - Survey Flow 1-1,false,
30,Status Check Complete,200,OK,Normal Client - Survey Flow 1-1,false,"Test failed: text expected to contain /{""status"":""complete""}/"
97,Project History,200,OK,Normal Client - Survey Flow 1-1,true,
269,Create SB Project,201,Created,SB Client - Survey Flow 2-1,true,
50,Project SB PUT,200,OK,SB Client - Survey Flow 2-1,true,
113,Project SB GET,200,OK,SB Client - Survey Flow 2-1,true,
311,Create SB Group 2,201,Created,SB Client - Survey Flow 2-1,true,
42,Group SB GET,200,OK,SB Client - Survey Flow 2-1,true,
215,Group SB PUT,200,OK,SB Client - Survey Flow 2-1,true,
69,Channel SB PUT,200,OK,SB Client - Survey Flow 2-1,true,
45,Channel SB GET,200,OK,SB Client - Survey Flow 2-1,true,
68,LiveCloseSettings,200,OK,SB Client - Survey Flow 2-1,true,
43,LiveCloseSettings GET,200,OK,SB Client - Survey Flow 2-1,false,"Test failed: text expected to equal /

****** received  : ...tType"":""asap"",""costLimits"":{""groupDetails"":[{""groupId"":45510,""estimatedIncidence"":50,""estimatedCPI"":[[[6               ]]],""turnOnCPILimitOption"":""N""}]}}

****** comparison: ...tType"":""asap"",""costLimits"":{""groupDetails"":[{""groupId"":45510,""estimatedIncidence"":50,""estimatedCPI"":[[[${effective_cpi}]]],""turnOnCPILimitOption"":""N""}]}}

/"
91,SurveyUrl,200,OK,SB Client - Survey Flow 2-1,true,
35,SurveyUrl GET,200,OK,SB Client - Survey Flow 2-1,true,
458,Status,200,OK,SB Client - Survey Flow 2-1,true,
47,Status GET,200,OK,SB Client - Survey Flow 2-1,true,
401,Copy Project,201,Created,SB Client - Survey Flow 2-1,true,
1567,Delete Project,200,OK,SB Client - Survey Flow 2-1,true,
3388,Group Encode 1,200,OK,SB Client - Survey Flow 2-1,true,
222,Project Encode,200,OK,SB Client - Survey Flow 2-1,true,
6680,Client Encode,200,OK,SB Client - Survey Flow 2-1,true,
14828,/index.php,200,OK,SB Client - Survey Flow 2-1,true,
11691,/dashboard.php,200,OK,SB Client - Survey Flow 2-1,true,
153,Click Survey 1,302,Found,SB Client - Survey Flow 2-1,true,
831,Click Survey 2,200,OK,SB Client - Survey Flow 2-1,true,
12590,Redirect,200,OK,SB Client - Survey Flow 2-1,true,
14294,Dashboard after complete,200,OK,SB Client - Survey Flow 2-1,true,
12480,/ssred.php,200,OK,SB Client - Survey Flow 2-1,true,
145,LogOut User 1,200,OK,SB Client - Survey Flow 2-1,true,
428,Status Close,200,OK,SB Client - Survey Flow 2-1,true,
40,Status GET Close,200,OK,SB Client - Survey Flow 2-1,true,
254,Stats,200,OK,SB Client - Survey Flow 2-1,true,
61,Terminates for Review,200,OK,SB Client - Survey Flow 2-1,true,
78,Review Terminates,200,OK,SB Client - Survey Flow 2-1,true,
73,Review History,200,OK,SB Client - Survey Flow 2-1,true,
151,Review Completes,200,OK,SB Client - Survey Flow 2-1,true,
421,Complete Project,200,OK,SB Client - Survey Flow 2-1,true,
44,Status Check Complete,200,OK,SB Client - Survey Flow 2-1,true,
51,Project History,200,OK,SB Client - Survey Flow 2-1,true,
27,Zip Radius GET,200,OK,SB Client - Survey Flow 2-1,true,
166,Estimated CPI GET,200,OK,SB Client - Survey Flow 2-1,true,
290,Create SB Project,201,Created,SB Client - Check Invalidates 3-1,true,
292,Create SB Group,201,Created,SB Client - Check Invalidates 3-1,true,
79,LiveCloseSettings,200,OK,SB Client - Check Invalidates 3-1,true,
79,SurveyUrl,200,OK,SB Client - Check Invalidates 3-1,true,
480,Status,200,OK,SB Client - Check Invalidates 3-1,true,
430,Status Pause,200,OK,SB Client - Check Invalidates 3-1,true,
481,Status Live,200,OK,SB Client - Check Invalidates 3-1,true,
448,Group Encode,200,OK,SB Client - Check Invalidates 3-1,true,
225,Project Encode,200,OK,SB Client - Check Invalidates 3-1,true,
224,Client Encode,200,OK,SB Client - Check Invalidates 3-1,true,
2478,/index.php,200,OK,SB Client - Check Invalidates 3-1,true,
3392,/dashboard.php,200,OK,SB Client - Check Invalidates 3-1,true,
190,Click Survey 1,302,Found,SB Client - Check Invalidates 3-1,true,
2023,Click Survey 2,200,OK,SB Client - Check Invalidates 3-1,true,
16,Redirect,302,Found,SB Client - Check Invalidates 3-1,true,
3992,Dashboard after complete,200,OK,SB Client - Check Invalidates 3-1,true,
2025,/ssred.php,200,OK,SB Client - Check Invalidates 3-1,true,
169,LogOut User 1,200,OK,SB Client - Check Invalidates 3-1,true,
476,Status Close,200,OK,SB Client - Check Invalidates 3-1,true,
230,Stats,200,OK,SB Client - Check Invalidates 3-1,false,"Test failed: text expected to contain /""clickCount"":1/"
46,Terminates for Invalidating,200,OK,SB Client - Check Invalidates 3-1,false,"Test failed: text expected to contain /""([^""]+)Id""/"
28,Invalidate Terminates,422,Unprocessable Entity,SB Client - Check Invalidates 3-1,false,"Test failed: text expected to equal /

****** received  : {""[[[errors"":[""Property 0 must be at least 32 characters long""]]]]}

****** comparison: {""[[[success"":""1 complete(s) have been in-validated.""          ]]]}

/"
246,Complete Project,422,Unprocessable Entity,SB Client - Check Invalidates 3-1,false,
164,Complete Project Attempt 2,422,Unprocessable Entity,SB Client - Check Invalidates 3-1,false,
42,Get ethnicities,200,OK,Basic Get 4-1,true,
57,Get countries,200,OK,Basic Get 4-2,true,
60,Get languages,200,OK,Basic Get 4-3,true,
126,Get educations,200,OK,Basic Get 4-4,true,
155,Get incomeLevels,200,OK,Basic Get 4-5,true,
134,Get employmentLevels,200,OK,Basic Get 4-6,true,
49,Get categories,200,OK,Basic Get 4-7,true,
46,Get timezones,200,OK,Basic Get 4-8,true,
47,Get industries,200,OK,Basic Get 4-9,true,
55,Get maritalStatus,200,OK,Basic Get 4-10,true,
255,Get client/profileQnsAns/48,422,Unprocessable Entity,Profiles and Channels 5-1,false,
78,Get client/profiles,200,OK,Profiles and Channels 5-2,true,
134,Get client/profiles/48/questions,200,OK,Profiles and Channels 5-3,true,
114,Get client/profiles/48/questions/261/answers,200,OK,Profiles and Channels 5-4,true,
62,Get client/publisherPLSites,200,OK,Profiles and Channels 5-5,true,
48,Get client/channels,200,OK,Profiles and Channels 5-6,true,
227,Get /client/profileQnsAns/77,422,Unprocessable Entity,Extra Profiles and Misc 6-1,false,
178,Get /client/profileQnsAns/77,422,Unprocessable Entity,Extra Profiles and Misc 6-2,false,
111,Get client/profiles/77/questions,200,OK,Extra Profiles and Misc 6-3,true,
100,Get client/profiles/77/questions,200,OK,Extra Profiles and Misc 6-4,true,
57,Get client/publisherPLSites,200,OK,Extra Profiles and Misc 6-5,true,
58,Get client/channels,200,OK,Extra Profiles and Misc 6-6,true,
53,Get client/defaultSettings,200,OK,Extra Profiles and Misc 6-7,true,
59,Get client/additionalEmployees,200,OK,Extra Profiles and Misc 6-8,true,
118,Get client/projects,200,OK,Extra Profiles and Misc 6-9,true,
60,Get client/salesRepresentatives,200,OK,Extra Profiles and Misc 6-10,true,
50,Get client/projectManagers,200,OK,Extra Profiles and Misc 6-11,true,
49,Get jobRoles,200,OK,Countries 7-1,true,
50,Get jobRoles/1/jobTitles,200,OK,Countries 7-2,true,
56,Get countries/254/states/137/counties,200,OK,Countries 7-3,true,
86,Get countries/43/states/35/cities,200,OK,Countries 7-4,true,
59,Get countries/254/states/137/counties/3014/cities,200,OK,Countries 7-5,true,
51,Get countries/254/regions,200,OK,Countries 7-6,true,
55,Get countries/254/states,200,OK,Countries 7-7,true,
15388,US English Feasibility,200,OK,Criteria 1 8-1,true,
11383,Demographic Criteria,200,OK,Criteria 2 9-1,true,
2588,Geo Criteria,200,OK,Criteria 3 10-1,true,
12554,Profile Criteria,200,OK,Criteria 4 11-1,true,
307,Member Search,200,OK,Member Search 12-1,true,
218,Profile Search,200,OK,Profile Search 13-1,true,
167,Email Campaigns,201,Created,Insight Express 14-1,true,
